Dates,Time,Category,DayOfWeek,PdDistrict,Resolution                                                                        ,
11/07/2008,14:30:00,LARCENY\/THEFT,Friday,TARAVAL,ARREST,CITED
16/05/2009,11:00:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
11/01/2015,20:25:00,NON-CRIMINAL,Sunday,SOUTHERN,NONE,
11/08/2010,08:40:00,VEHICLE THEFT,Wednesday,INGLESIDE,NONE,
02/02/2004,14:45:00,OTHER OFFENSES,Monday,INGLESIDE,ARREST,CITED
17/07/2005,17:00:00,ASSAULT,Sunday,INGLESIDE,NONE,
20/12/2004,13:32:00,OTHER OFFENSES,Monday,SOUTHERN,ARREST,CITED
30/05/2004,02:00:00,BURGLARY,Sunday,MISSION,NONE,
17/06/2012,14:30:00,LARCENY\/THEFT,Sunday,SOUTHERN,NONE,
15/04/2015,19:30:00,MISSING PERSON,Wednesday,SOUTHERN,UNFOUNDED,
05/10/2013,12:10:00,BURGLARY,Saturday,INGLESIDE,ARREST,BOOKED
15/10/2003,15:08:00,WARRANTS,Wednesday,TENDERLOIN,ARREST,BOOKED
16/04/2012,12:50:00,NON-CRIMINAL,Monday,TENDERLOIN,NONE,
14/12/2011,14:48:00,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST,BOOKED
11/06/2008,22:40:00,ROBBERY,Wednesday,TARAVAL,NONE,
28/07/2010,17:30:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
16/05/2013,12:44:00,OTHER OFFENSES,Thursday,TARAVAL,ARREST,BOOKED
07/04/2010,12:35:00,OTHER OFFENSES,Wednesday,MISSION,ARREST,CITED
20/09/2006,13:55:00,OTHER OFFENSES,Wednesday,SOUTHERN,NONE,
18/09/2008,22:00:00,LARCENY\/THEFT,Thursday,PARK,NONE,
11/07/2005,03:23:00,ARSON,Monday,CENTRAL,NONE,
12/05/2003,00:01:00,VEHICLE THEFT,Monday,NORTHERN,NONE,
12/01/2012,19:49:00,DRUG\/NARCOTIC,Thursday,CENTRAL,ARREST,BOOKED
21/09/2005,22:30:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
11/06/2004,21:59:00,EXTORTION,Friday,CENTRAL,NONE,
04/04/2013,10:00:00,ROBBERY,Thursday,MISSION,NONE,
27/07/2007,21:40:00,OTHER OFFENSES,Friday,CENTRAL,ARREST,CITED
05/09/2005,17:45:00,ASSAULT,Monday,NORTHERN,ARREST,BOOKED
16/06/2007,20:17:00,WEAPON LAWS,Saturday,BAYVIEW,ARREST,BOOKED
26/08/2011,22:00:00,VANDALISM,Friday,SOUTHERN,NONE,
08/02/2006,09:36:00,OTHER OFFENSES,Wednesday,MISSION,ARREST,BOOKED
14/06/2010,04:00:00,ROBBERY,Monday,SOUTHERN,NONE,
24/07/2008,22:59:00,VEHICLE THEFT,Thursday,BAYVIEW,NONE,
04/05/2013,21:21:00,OTHER OFFENSES,Saturday,INGLESIDE,ARREST,CITED
15/06/2013,10:15:00,ASSAULT,Saturday,MISSION,ARREST,BOOKED
03/09/2013,23:17:00,RECOVERED VEHICLE,Tuesday,MISSION,NONE,
25/07/2008,18:30:00,LARCENY\/THEFT,Friday,SOUTHERN,NONE,
19/06/2005,17:30:00,VEHICLE THEFT,Sunday,BAYVIEW,NONE,
10/03/2012,16:50:00,WEAPON LAWS,Saturday,TENDERLOIN,ARREST,BOOKED
04/09/2003,10:00:00,VEHICLE THEFT,Thursday,NORTHERN,NONE,
19/09/2009,17:14:00,WARRANTS,Saturday,NORTHERN,ARREST,BOOKED
27/06/2014,15:06:00,TRESPASS,Friday,SOUTHERN,PSYCHOPATHIC CASE,
23/02/2005,15:00:00,VANDALISM,Wednesday,INGLESIDE,NONE,
08/02/2015,10:00:00,MISSING PERSON,Sunday,BAYVIEW,NONE,
26/11/2008,02:08:00,ASSAULT,Wednesday,RICHMOND,ARREST,CITED
23/03/2014,00:25:00,KIDNAPPING,Sunday,CENTRAL,ARREST,BOOKED
14/05/2007,19:08:00,DRUG\/NARCOTIC,Monday,SOUTHERN,ARREST,BOOKED
20/12/2004,14:30:00,VEHICLE THEFT,Monday,PARK,NONE,
27/06/2011,16:00:00,SUSPICIOUS OCC,Monday,SOUTHERN,NONE,
30/12/2006,17:30:00,ASSAULT,Saturday,TENDERLOIN,ARREST,BOOKED
13/01/2013,00:30:00,OTHER OFFENSES,Sunday,CENTRAL,ARREST,BOOKED
11/01/2008,13:51:00,OTHER OFFENSES,Friday,BAYVIEW,NONE,
25/11/2009,03:00:00,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE,
16/04/2013,21:30:00,SUSPICIOUS OCC,Tuesday,MISSION,NONE,
08/09/2005,00:57:00,VEHICLE THEFT,Thursday,BAYVIEW,NONE,
12/02/2011,22:00:00,LARCENY\/THEFT,Saturday,SOUTHERN,NONE,
19/03/2009,14:12:00,TRESPASS,Thursday,CENTRAL,NONE,
22/08/2003,22:10:00,RUNAWAY,Friday,PARK,LOCATED,
12/02/2010,20:39:00,OTHER OFFENSES,Friday,INGLESIDE,NONE,
20/02/2014,10:15:00,LARCENY\/THEFT,Thursday,BAYVIEW,NONE,
12/11/2012,07:00:00,OTHER OFFENSES,Monday,BAYVIEW,NONE,
12/04/2004,15:55:00,LARCENY\/THEFT,Monday,NORTHERN,NONE,
12/12/2011,07:32:00,RECOVERED VEHICLE,Monday,TENDERLOIN,NONE,
04/04/2007,01:20:00,LARCENY\/THEFT,Wednesday,CENTRAL,ARREST,BOOKED
02/02/2009,21:45:00,ASSAULT,Monday,INGLESIDE,ARREST,BOOKED
29/01/2006,16:00:00,VEHICLE THEFT,Sunday,PARK,NONE,
04/08/2003,19:18:00,WARRANTS,Monday,BAYVIEW,ARREST,BOOKED
30/12/2012,16:25:00,ASSAULT,Sunday,TENDERLOIN,ARREST,BOOKED
31/05/2006,14:35:00,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,NONE,
02/10/2013,14:05:00,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST,CITED
13/02/2011,03:45:00,PROSTITUTION,Sunday,MISSION,ARREST,BOOKED
26/08/2006,01:00:00,VEHICLE THEFT,Saturday,SOUTHERN,NONE,
21/11/2010,21:00:00,BURGLARY,Sunday,BAYVIEW,NONE,
08/10/2005,11:45:00,WARRANTS,Saturday,MISSION,ARREST,BOOKED
29/09/2003,08:00:00,LARCENY\/THEFT,Monday,MISSION,NONE,
14/11/2011,21:27:00,ARSON,Monday,BAYVIEW,NONE,
09/04/2010,18:13:00,SECONDARY CODES,Friday,MISSION,NONE,
10/06/2004,10:45:00,NON-CRIMINAL,Thursday,MISSION,NONE,
21/09/2013,22:20:00,LARCENY\/THEFT,Saturday,NORTHERN,NONE,
17/12/2006,12:00:00,ASSAULT,Sunday,BAYVIEW,NONE,
09/01/2008,13:20:00,MISSING PERSON,Wednesday,BAYVIEW,NONE,
12/12/2013,09:15:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
25/07/2004,16:30:00,LARCENY\/THEFT,Sunday,INGLESIDE,NONE,
07/04/2013,15:30:00,ASSAULT,Sunday,NORTHERN,NONE,
27/09/2004,00:01:00,ASSAULT,Monday,TENDERLOIN,NONE,
22/12/2014,11:00:00,OTHER OFFENSES,Monday,CENTRAL,NONE,
26/08/2011,17:03:00,ASSAULT,Friday,PARK,NONE,
06/02/2006,10:05:00,NON-CRIMINAL,Monday,MISSION,PSYCHOPATHIC CASE,
23/01/2009,23:40:00,NON-CRIMINAL,Friday,SOUTHERN,NONE,
26/01/2005,16:30:00,VEHICLE THEFT,Wednesday,PARK,NONE,
20/09/2006,16:50:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
27/01/2012,18:00:00,BURGLARY,Friday,SOUTHERN,NONE,
21/02/2013,11:15:00,LARCENY\/THEFT,Thursday,CENTRAL,NONE,
08/08/2004,17:40:00,VANDALISM,Sunday,MISSION,NONE,
07/08/2003,09:15:00,BURGLARY,Thursday,TARAVAL,NONE,
23/07/2014,08:00:00,WARRANTS,Wednesday,CENTRAL,ARREST,BOOKED
22/01/2014,07:20:00,VANDALISM,Wednesday,TARAVAL,PSYCHOPATHIC CASE,
04/11/2012,20:45:00,ASSAULT,Sunday,SOUTHERN,NONE,
04/05/2005,11:00:00,WARRANTS,Wednesday,SOUTHERN,ARREST,BOOKED
11/12/2007,20:30:00,VANDALISM,Tuesday,MISSION,NONE,
15/06/2008,10:18:00,OTHER OFFENSES,Sunday,SOUTHERN,NONE,
05/04/2006,18:27:00,NON-CRIMINAL,Wednesday,NORTHERN,NONE,
28/05/2013,07:30:00,LARCENY\/THEFT,Tuesday,RICHMOND,NONE,
06/09/2013,15:30:00,BURGLARY,Friday,MISSION,NONE,
06/09/2007,04:34:00,VEHICLE THEFT,Thursday,TARAVAL,NONE,
18/11/2005,23:35:00,OTHER OFFENSES,Friday,SOUTHERN,ARREST,BOOKED
22/09/2007,23:19:00,OTHER OFFENSES,Saturday,MISSION,ARREST,BOOKED
15/06/2008,16:09:00,NON-CRIMINAL,Sunday,MISSION,NONE,
11/01/2009,14:56:00,WEAPON LAWS,Sunday,TARAVAL,ARREST,BOOKED
16/04/2009,18:35:00,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST,BOOKED
23/07/2003,23:30:00,BURGLARY,Wednesday,RICHMOND,NONE,
05/05/2006,21:00:00,OTHER OFFENSES,Friday,CENTRAL,ARREST,CITED
11/07/2013,12:23:00,VANDALISM,Thursday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,
26/01/2011,21:45:00,DRUG\/NARCOTIC,Wednesday,SOUTHERN,ARREST,BOOKED
14/07/2013,03:00:00,MISSING PERSON,Sunday,CENTRAL,NONE,
24/02/2007,13:43:00,STOLEN PROPERTY,Saturday,SOUTHERN,ARREST,BOOKED
25/12/2013,08:00:00,ASSAULT,Wednesday,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,
08/02/2004,17:00:00,LARCENY\/THEFT,Sunday,TARAVAL,NONE,
17/02/2014,01:18:00,DRUG\/NARCOTIC,Monday,RICHMOND,ARREST,BOOKED
23/03/2007,16:46:00,MISSING PERSON,Friday,TARAVAL,LOCATED,
20/01/2014,10:40:00,LARCENY\/THEFT,Monday,MISSION,NONE,
21/09/2014,12:00:00,LARCENY\/THEFT,Sunday,MISSION,NONE,
02/07/2010,18:46:00,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST,BOOKED
01/10/2012,14:05:00,NON-CRIMINAL,Monday,SOUTHERN,NONE,
21/04/2006,15:45:00,VANDALISM,Friday,MISSION,NONE,
05/10/2014,11:22:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
22/04/2010,15:00:00,DRUG\/NARCOTIC,Thursday,INGLESIDE,JUVENILE CITED,
24/01/2003,22:10:00,OTHER OFFENSES,Friday,MISSION,ARREST,BOOKED
03/09/2012,14:00:00,LARCENY\/THEFT,Monday,NORTHERN,NONE,
29/06/2003,14:00:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
25/08/2007,12:00:00,BURGLARY,Saturday,PARK,NONE,
20/01/2004,20:30:00,WARRANTS,Tuesday,NORTHERN,ARREST,BOOKED
18/10/2009,11:26:00,WARRANTS,Sunday,PARK,ARREST,BOOKED
16/03/2004,17:01:00,LIQUOR LAWS,Tuesday,PARK,ARREST,CITED
22/04/2005,21:25:00,DRUNKENNESS,Friday,MISSION,ARREST,BOOKED
26/01/2014,13:40:00,DRUG\/NARCOTIC,Sunday,MISSION,ARREST,BOOKED
16/10/2004,00:01:00,OTHER OFFENSES,Saturday,RICHMOND,NONE,
10/03/2010,10:00:00,VANDALISM,Wednesday,SOUTHERN,NONE,
17/05/2009,07:59:00,BURGLARY,Sunday,SOUTHERN,ARREST,BOOKED
21/09/2007,09:30:00,LARCENY\/THEFT,Friday,RICHMOND,NONE,
08/04/2010,08:15:00,LARCENY\/THEFT,Thursday,NORTHERN,NONE,
29/10/2013,12:21:00,SUSPICIOUS OCC,Tuesday,MISSION,NONE,
11/05/2015,23:00:00,LARCENY\/THEFT,Monday,BAYVIEW,NONE,
12/08/2010,19:15:00,ROBBERY,Thursday,BAYVIEW,NONE,
13/05/2015,18:00:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
20/09/2008,22:30:00,VEHICLE THEFT,Saturday,CENTRAL,NONE,
03/04/2008,12:35:00,OTHER OFFENSES,Thursday,SOUTHERN,ARREST,BOOKED
21/02/2011,22:00:00,LARCENY\/THEFT,Monday,INGLESIDE,NONE,
25/11/2014,17:45:00,LARCENY\/THEFT,Tuesday,TENDERLOIN,NONE,
11/08/2012,17:27:00,DISORDERLY CONDUCT,Saturday,TENDERLOIN,NONE,
05/01/2009,17:30:00,LARCENY\/THEFT,Monday,RICHMOND,NONE,
02/10/2003,11:50:00,DRUG\/NARCOTIC,Thursday,MISSION,ARREST,BOOKED
13/11/2008,12:30:00,NON-CRIMINAL,Thursday,SOUTHERN,NONE,
24/08/2014,14:45:00,LARCENY\/THEFT,Sunday,SOUTHERN,NONE,
02/07/2006,22:07:00,MISSING PERSON,Sunday,TARAVAL,NONE,
17/04/2006,15:00:00,ASSAULT,Monday,INGLESIDE,NONE,
07/09/2013,20:41:00,NON-CRIMINAL,Saturday,TARAVAL,PSYCHOPATHIC CASE,
03/06/2007,10:30:00,VEHICLE THEFT,Sunday,TARAVAL,NONE,
16/05/2013,22:50:00,VANDALISM,Thursday,MISSION,NONE,
27/07/2011,14:09:00,WARRANTS,Wednesday,NORTHERN,ARREST,BOOKED
16/11/2013,20:22:00,OTHER OFFENSES,Saturday,NORTHERN,ARREST,BOOKED
09/03/2006,08:00:00,FORGERY\/COUNTERFEITING,Thursday,NORTHERN,NOT PROSECUTED,
06/08/2012,19:30:00,LARCENY\/THEFT,Monday,MISSION,NONE,
12/08/2012,22:00:00,VANDALISM,Sunday,TARAVAL,NONE,
01/06/2007,12:15:00,LARCENY\/THEFT,Friday,SOUTHERN,NONE,
04/05/2011,20:25:00,NON-CRIMINAL,Wednesday,MISSION,ARREST,BOOKED
19/08/2004,16:00:00,OTHER OFFENSES,Thursday,BAYVIEW,NONE,
14/10/2003,17:21:00,OTHER OFFENSES,Tuesday,MISSION,ARREST,CITED
25/04/2010,01:01:00,OTHER OFFENSES,Sunday,SOUTHERN,ARREST,CITED
15/01/2005,00:01:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
04/04/2005,15:40:00,OTHER OFFENSES,Monday,MISSION,ARREST,BOOKED
11/07/2012,07:00:00,SUSPICIOUS OCC,Wednesday,SOUTHERN,NONE,
07/02/2003,22:30:00,BURGLARY,Friday,BAYVIEW,NONE,
26/11/2004,13:10:00,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST,BOOKED
13/07/2012,07:00:00,LARCENY\/THEFT,Friday,BAYVIEW,NONE,
30/10/2008,10:00:00,NON-CRIMINAL,Thursday,TARAVAL,NONE,
22/10/2006,02:00:00,VANDALISM,Sunday,TARAVAL,NONE,
12/11/2003,21:25:00,PROSTITUTION,Wednesday,TENDERLOIN,ARREST,CITED
20/04/2011,20:17:00,OTHER OFFENSES,Wednesday,PARK,ARREST,BOOKED
24/11/2009,11:00:00,LARCENY\/THEFT,Tuesday,PARK,NONE,
13/07/2011,19:18:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
19/10/2012,11:16:00,NON-CRIMINAL,Friday,BAYVIEW,NONE,
03/02/2015,14:01:00,DRUNKENNESS,Tuesday,PARK,ARREST,BOOKED
08/02/2011,14:13:00,NON-CRIMINAL,Tuesday,RICHMOND,NONE,
21/08/2013,14:30:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
22/01/2015,10:00:00,OTHER OFFENSES,Thursday,TARAVAL,NONE,
29/04/2015,06:15:00,TRESPASS,Wednesday,TENDERLOIN,ARREST,BOOKED
06/09/2003,16:40:00,OTHER OFFENSES,Saturday,RICHMOND,ARREST,BOOKED
28/04/2003,10:00:00,LARCENY\/THEFT,Monday,SOUTHERN,NONE,
27/06/2014,23:40:00,ROBBERY,Friday,INGLESIDE,NONE,
17/04/2013,11:42:00,OTHER OFFENSES,Wednesday,NORTHERN,ARREST,CITED
25/02/2012,02:30:00,SECONDARY CODES,Saturday,MISSION,NONE,
18/05/2010,16:30:00,VANDALISM,Tuesday,TARAVAL,NONE,
02/05/2015,00:30:00,LARCENY\/THEFT,Saturday,NORTHERN,NONE,
27/06/2003,15:30:00,OTHER OFFENSES,Friday,CENTRAL,NONE,
09/08/2009,15:05:00,OTHER OFFENSES,Sunday,TENDERLOIN,ARREST,CITED
19/11/2006,23:25:00,LARCENY\/THEFT,Sunday,TARAVAL,NONE,
18/03/2009,01:40:00,VANDALISM,Wednesday,CENTRAL,NONE,
13/05/2013,21:10:00,NON-CRIMINAL,Monday,NORTHERN,PSYCHOPATHIC CASE,
20/08/2004,11:30:00,NON-CRIMINAL,Friday,RICHMOND,NONE,
26/02/2005,01:00:00,LARCENY\/THEFT,Saturday,MISSION,NONE,
04/05/2008,18:00:00,MISSING PERSON,Sunday,CENTRAL,LOCATED,
14/10/2009,12:51:00,NON-CRIMINAL,Wednesday,MISSION,NONE,
27/11/2003,05:11:00,BURGLARY,Thursday,SOUTHERN,NONE,
01/05/2007,01:00:00,LARCENY\/THEFT,Tuesday,TENDERLOIN,NONE,
22/08/2009,17:57:00,DRUNKENNESS,Saturday,BAYVIEW,ARREST,BOOKED
04/03/2014,18:10:00,OTHER OFFENSES,Tuesday,SOUTHERN,ARREST,BOOKED
06/05/2010,15:38:00,OTHER OFFENSES,Thursday,PARK,ARREST,BOOKED
21/08/2014,00:01:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
16/05/2012,19:15:00,ASSAULT,Wednesday,NORTHERN,NONE,
19/10/2005,08:00:00,VEHICLE THEFT,Wednesday,SOUTHERN,UNFOUNDED,
08/08/2014,13:00:00,VEHICLE THEFT,Friday,MISSION,NONE,
24/06/2009,12:30:00,ROBBERY,Wednesday,NORTHERN,NONE,
21/01/2004,20:30:00,ASSAULT,Wednesday,SOUTHERN,NONE,
21/07/2009,03:30:00,OTHER OFFENSES,Tuesday,MISSION,ARREST,CITED
16/06/2012,11:50:00,DRUNKENNESS,Saturday,CENTRAL,NOT PROSECUTED,
23/07/2014,17:40:00,NON-CRIMINAL,Wednesday,NORTHERN,NONE,
21/09/2007,16:23:00,OTHER OFFENSES,Friday,BAYVIEW,NONE,
13/04/2015,11:47:00,BRIBERY,Monday,BAYVIEW,ARREST,BOOKED
05/05/2007,06:29:00,WEAPON LAWS,Saturday,SOUTHERN,ARREST,BOOKED
10/01/2003,22:30:00,VEHICLE THEFT,Friday,MISSION,NONE,
12/08/2006,16:30:00,NON-CRIMINAL,Saturday,SOUTHERN,NONE,
29/03/2004,19:24:00,ASSAULT,Monday,TENDERLOIN,ARREST,BOOKED
29/10/2008,16:00:00,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST,CITED
15/06/2003,08:15:00,DRUG\/NARCOTIC,Sunday,SOUTHERN,ARREST,BOOKED
31/05/2010,07:35:00,NON-CRIMINAL,Monday,SOUTHERN,NONE,
04/02/2014,17:00:00,BURGLARY,Tuesday,TARAVAL,NONE,
27/01/2007,12:30:00,DRUG\/NARCOTIC,Saturday,INGLESIDE,ARREST,BOOKED
15/12/2005,14:00:00,OTHER OFFENSES,Thursday,MISSION,NONE,
16/09/2004,11:00:00,LARCENY\/THEFT,Thursday,CENTRAL,NONE,
26/01/2005,20:30:00,VEHICLE THEFT,Wednesday,MISSION,NONE,
06/01/2009,20:20:00,ASSAULT,Tuesday,SOUTHERN,NONE,
12/01/2007,10:11:00,DRIVING UNDER THE INFLUENCE,Friday,MISSION,ARREST,BOOKED
22/01/2014,18:15:00,BURGLARY,Wednesday,CENTRAL,NONE,
01/06/2003,12:00:00,VEHICLE THEFT,Sunday,SOUTHERN,NONE,
15/01/2010,11:00:00,NON-CRIMINAL,Friday,TARAVAL,NONE,
25/06/2014,19:30:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
16/10/2004,00:30:00,MISSING PERSON,Saturday,TARAVAL,LOCATED,
30/09/2014,03:00:00,NON-CRIMINAL,Tuesday,BAYVIEW,NONE,
28/01/2007,17:18:00,WARRANTS,Sunday,TENDERLOIN,ARREST,BOOKED
18/11/2012,15:30:00,LARCENY\/THEFT,Sunday,TENDERLOIN,NONE,
27/03/2005,20:30:00,VEHICLE THEFT,Sunday,RICHMOND,NONE,
21/02/2014,17:20:00,LARCENY\/THEFT,Friday,TENDERLOIN,ARREST,CITED
23/12/2008,08:16:00,OTHER OFFENSES,Tuesday,SOUTHERN,NONE,
05/04/2010,08:13:00,OTHER OFFENSES,Monday,INGLESIDE,ARREST,CITED
23/09/2011,22:00:00,PROSTITUTION,Friday,MISSION,ARREST,CITED
05/07/2004,02:00:00,SEX OFFENSES FORCIBLE,Monday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,
31/05/2012,14:45:00,DRUG\/NARCOTIC,Thursday,PARK,ARREST,BOOKED
15/04/2009,01:45:00,NON-CRIMINAL,Wednesday,NORTHERN,NONE,
28/11/2006,03:30:00,NON-CRIMINAL,Tuesday,INGLESIDE,PSYCHOPATHIC CASE,
13/11/2008,15:00:00,LARCENY\/THEFT,Thursday,BAYVIEW,NONE,
25/10/2004,15:43:00,WARRANTS,Monday,MISSION,ARREST,BOOKED
24/07/2004,23:51:00,DRUG\/NARCOTIC,Saturday,MISSION,ARREST,BOOKED
21/03/2011,20:00:00,SECONDARY CODES,Monday,INGLESIDE,NONE,
23/07/2009,08:40:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
04/08/2004,19:00:00,OTHER OFFENSES,Wednesday,CENTRAL,NONE,
29/10/2014,19:30:00,NON-CRIMINAL,Wednesday,TARAVAL,NONE,
01/04/2014,23:20:00,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE,
17/09/2009,10:23:00,OTHER OFFENSES,Thursday,TARAVAL,ARREST,CITED
24/12/2012,17:02:00,NON-CRIMINAL,Monday,MISSION,NONE,
30/03/2015,16:00:00,LARCENY\/THEFT,Monday,MISSION,NONE,
16/01/2011,23:00:00,BURGLARY,Sunday,RICHMOND,NONE,
13/08/2006,00:20:00,WARRANTS,Sunday,CENTRAL,ARREST,BOOKED
14/01/2011,22:00:00,MISSING PERSON,Friday,BAYVIEW,LOCATED,
02/03/2015,17:00:00,LARCENY\/THEFT,Monday,INGLESIDE,NONE,
21/09/2007,15:29:00,BURGLARY,Friday,PARK,ARREST,BOOKED
06/10/2007,01:50:00,MISSING PERSON,Saturday,TARAVAL,NONE,
29/05/2007,16:33:00,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST,BOOKED
24/03/2006,22:15:00,SECONDARY CODES,Friday,INGLESIDE,NONE,
12/12/2012,23:00:00,SUSPICIOUS OCC,Wednesday,NORTHERN,NONE,
22/02/2009,17:25:00,OTHER OFFENSES,Sunday,RICHMOND,ARREST,CITED
19/04/2008,10:30:00,NON-CRIMINAL,Saturday,SOUTHERN,NONE,
09/06/2004,19:00:00,VEHICLE THEFT,Wednesday,TARAVAL,NONE,
21/01/2014,09:40:00,ASSAULT,Tuesday,SOUTHERN,NONE,
11/11/2013,17:28:00,OTHER OFFENSES,Monday,NORTHERN,ARREST,CITED
15/06/2005,15:00:00,VEHICLE THEFT,Wednesday,NORTHERN,NONE,
11/02/2007,16:23:00,ASSAULT,Sunday,TARAVAL,NONE,
10/01/2008,15:06:00,DRUG\/NARCOTIC,Thursday,TENDERLOIN,NONE,
16/05/2012,15:40:00,LARCENY\/THEFT,Wednesday,TENDERLOIN,NONE,
18/05/2005,19:12:00,ROBBERY,Wednesday,RICHMOND,NONE,
18/06/2011,22:30:00,LARCENY\/THEFT,Saturday,INGLESIDE,NONE,
26/01/2005,21:15:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
29/12/2007,09:30:00,LARCENY\/THEFT,Saturday,INGLESIDE,NONE,
10/04/2011,16:17:00,OTHER OFFENSES,Sunday,RICHMOND,ARREST,CITED
28/11/2009,05:30:00,NON-CRIMINAL,Saturday,BAYVIEW,NONE,
15/12/2007,00:05:00,OTHER OFFENSES,Saturday,PARK,ARREST,CITED
31/10/2003,22:45:00,LARCENY\/THEFT,Friday,SOUTHERN,NONE,
14/10/2014,19:39:00,BURGLARY,Tuesday,CENTRAL,NONE,
21/02/2006,17:15:00,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST,BOOKED
15/07/2006,20:00:00,FRAUD,Saturday,NORTHERN,NONE,
17/10/2008,17:01:00,DRUG\/NARCOTIC,Friday,MISSION,ARREST,BOOKED
19/08/2008,06:30:00,OTHER OFFENSES,Tuesday,RICHMOND,NONE,
28/06/2005,00:10:00,BURGLARY,Tuesday,SOUTHERN,NONE,
27/11/2007,15:51:00,DRUG\/NARCOTIC,Tuesday,MISSION,ARREST,CITED
22/02/2007,17:00:00,LARCENY\/THEFT,Thursday,NORTHERN,NONE,
03/11/2007,01:00:00,VANDALISM,Saturday,INGLESIDE,NONE,
09/02/2013,14:35:00,NON-CRIMINAL,Saturday,TENDERLOIN,NONE,
02/02/2015,11:51:00,WARRANTS,Monday,TENDERLOIN,ARREST,BOOKED
06/08/2009,00:01:00,FRAUD,Thursday,PARK,NONE,
02/10/2009,22:00:00,LARCENY\/THEFT,Friday,SOUTHERN,NONE,
14/04/2004,23:55:00,ASSAULT,Wednesday,MISSION,NONE,
30/09/2013,22:00:00,SUSPICIOUS OCC,Monday,NORTHERN,NONE,
28/05/2007,12:40:00,VANDALISM,Monday,MISSION,ARREST,BOOKED
14/01/2006,12:00:00,SUSPICIOUS OCC,Saturday,SOUTHERN,NONE,
17/02/2014,09:35:00,WEAPON LAWS,Monday,MISSION,ARREST,BOOKED
29/05/2009,16:00:00,NON-CRIMINAL,Friday,NORTHERN,NONE,
30/05/2007,07:06:00,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST,CITED
20/04/2003,22:00:00,LARCENY\/THEFT,Sunday,TENDERLOIN,NONE,
26/12/2014,22:30:00,LARCENY\/THEFT,Friday,CENTRAL,NONE,
11/06/2013,09:50:00,SUSPICIOUS OCC,Tuesday,TENDERLOIN,NONE,
13/12/2003,10:31:00,OTHER OFFENSES,Saturday,BAYVIEW,ARREST,BOOKED
08/05/2005,11:00:00,NON-CRIMINAL,Sunday,CENTRAL,NONE,
13/10/2008,23:23:00,OTHER OFFENSES,Monday,TENDERLOIN,ARREST,BOOKED
04/10/2012,12:05:00,WARRANTS,Thursday,MISSION,ARREST,BOOKED
13/08/2006,10:00:00,OTHER OFFENSES,Sunday,TENDERLOIN,NONE,
02/09/2003,17:55:00,DRUG\/NARCOTIC,Tuesday,TARAVAL,ARREST,BOOKED
14/01/2011,14:51:00,BURGLARY,Friday,CENTRAL,NONE,
09/08/2008,17:00:00,LARCENY\/THEFT,Saturday,MISSION,NONE,
01/07/2011,17:01:00,NON-CRIMINAL,Friday,CENTRAL,NONE,
14/10/2008,00:15:00,SECONDARY CODES,Tuesday,CENTRAL,ARREST,BOOKED
20/10/2010,18:00:00,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE,
10/12/2004,13:57:00,WARRANTS,Friday,SOUTHERN,ARREST,BOOKED
25/07/2011,08:00:00,NON-CRIMINAL,Monday,MISSION,NONE,
19/11/2011,11:10:00,NON-CRIMINAL,Saturday,CENTRAL,NONE,
31/10/2007,00:17:00,BURGLARY,Wednesday,CENTRAL,NONE,
10/09/2010,22:54:00,ASSAULT,Friday,CENTRAL,ARREST,BOOKED
13/05/2004,15:41:00,VANDALISM,Thursday,BAYVIEW,NONE,
15/10/2004,15:30:00,ROBBERY,Friday,INGLESIDE,NONE,
