Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
25,1,2006,10,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
16,8,2004,0,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
10,4,2010,7,TRESPASS,Saturday,TENDERLOIN,ARREST
12,12,2011,10,VEHICLE THEFT,Monday,BAYVIEW,NONE
27,7,2014,13,WARRANTS,Sunday,MISSION,ARREST
9,7,2014,13,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
18,10,2014,21,LARCENY\/THEFT,Saturday,INGLESIDE,NONE
11,6,2007,3,VEHICLE THEFT,Monday,MISSION,NONE
1,10,2007,22,SUSPICIOUS OCC,Monday,SOUTHERN,NONE
7,7,2008,18,NON-CRIMINAL,Monday,TARAVAL,NONE
5,4,2007,8,NON-CRIMINAL,Thursday,TARAVAL,PSYCHOPATHIC CASE
28,7,2010,10,LARCENY\/THEFT,Wednesday,CENTRAL,NONE
9,8,2013,21,VEHICLE THEFT,Friday,CENTRAL,NONE
22,3,2012,17,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
13,6,2006,7,MISSING PERSON,Tuesday,NORTHERN,LOCATED
25,3,2010,19,SUSPICIOUS OCC,Thursday,INGLESIDE,NONE
25,3,2010,7,VANDALISM,Thursday,NORTHERN,NONE
30,12,2006,19,ASSAULT,Saturday,SOUTHERN,NONE
20,1,2014,12,ASSAULT,Monday,SOUTHERN,NONE
16,12,2012,17,VANDALISM,Sunday,CENTRAL,NONE
15,11,2006,16,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
21,11,2010,3,DRUG\/NARCOTIC,Sunday,MISSION,ARREST
21,11,2010,12,BURGLARY,Sunday,INGLESIDE,EXCEPTIONAL CLEARANCE
18,3,2003,17,ASSAULT,Tuesday,SOUTHERN,NONE
24,12,2014,0,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
28,2,2010,3,ASSAULT,Sunday,INGLESIDE,ARREST
19,7,2004,16,VEHICLE THEFT,Monday,PARK,UNFOUNDED
1,5,2006,22,WARRANTS,Monday,SOUTHERN,ARREST
4,4,2007,1,VEHICLE THEFT,Wednesday,INGLESIDE,NONE
26,2,2011,22,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
15,10,2013,16,OTHER OFFENSES,Tuesday,SOUTHERN,ARREST
10,1,2014,17,VANDALISM,Friday,SOUTHERN,NONE
4,4,2007,14,DRUG\/NARCOTIC,Wednesday,MISSION,JUVENILE BOOKED
30,4,2015,1,ASSAULT,Thursday,SOUTHERN,NONE
4,3,2014,16,FORGERY\/COUNTERFEITING,Tuesday,NORTHERN,NONE
15,11,2010,10,FRAUD,Monday,INGLESIDE,NONE
8,8,2012,23,LARCENY\/THEFT,Wednesday,PARK,NONE
1,10,2013,18,SUSPICIOUS OCC,Tuesday,TENDERLOIN,NONE
1,1,2006,13,LARCENY\/THEFT,Sunday,TARAVAL,NONE
17,9,2009,17,SUSPICIOUS OCC,Thursday,INGLESIDE,NONE
21,3,2013,17,WARRANTS,Thursday,TARAVAL,NONE
16,6,2012,14,OTHER OFFENSES,Saturday,TARAVAL,NONE
4,4,2007,19,OTHER OFFENSES,Wednesday,INGLESIDE,ARREST
4,11,2012,11,BURGLARY,Sunday,CENTRAL,NONE
10,2,2012,18,VANDALISM,Friday,TARAVAL,NONE
6,4,2010,12,ASSAULT,Tuesday,NORTHERN,NONE
14,11,2007,8,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
27,7,2012,21,LARCENY\/THEFT,Friday,NORTHERN,NONE
13,7,2006,9,LARCENY\/THEFT,Thursday,NORTHERN,NONE
9,3,2007,21,ASSAULT,Friday,TARAVAL,NONE
27,1,2006,17,FORGERY\/COUNTERFEITING,Friday,RICHMOND,NONE
12,1,2003,3,VEHICLE THEFT,Sunday,RICHMOND,NONE
21,9,2014,5,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
27,1,2010,16,OTHER OFFENSES,Wednesday,MISSION,NONE
21,4,2005,18,VANDALISM,Thursday,MISSION,NONE
12,2,2012,22,MISSING PERSON,Sunday,BAYVIEW,LOCATED
27,5,2013,7,VANDALISM,Monday,MISSION,NONE
4,9,2014,14,SUSPICIOUS OCC,Thursday,MISSION,NONE
18,10,2014,20,ASSAULT,Saturday,CENTRAL,ARREST
25,1,2009,4,ASSAULT,Sunday,SOUTHERN,ARREST
18,5,2014,20,NON-CRIMINAL,Sunday,NORTHERN,LOCATED
10,10,2010,15,OTHER OFFENSES,Sunday,MISSION,NONE
30,9,2003,22,VEHICLE THEFT,Tuesday,PARK,NONE
4,2,2008,20,ROBBERY,Monday,MISSION,NONE
2,7,2010,15,LARCENY\/THEFT,Friday,CENTRAL,NONE
8,8,2003,15,WARRANTS,Friday,TENDERLOIN,ARREST
3,4,2014,17,NON-CRIMINAL,Thursday,MISSION,NONE
18,4,2005,3,MISSING PERSON,Monday,BAYVIEW,LOCATED
25,12,2008,12,NON-CRIMINAL,Thursday,MISSION,NONE
29,4,2004,8,MISSING PERSON,Thursday,CENTRAL,LOCATED
31,7,2005,15,OTHER OFFENSES,Sunday,TARAVAL,ARREST
25,2,2006,16,LARCENY\/THEFT,Saturday,CENTRAL,NONE
9,2,2006,4,NON-CRIMINAL,Thursday,INGLESIDE,NONE
22,3,2015,17,WEAPON LAWS,Sunday,MISSION,ARREST
15,6,2014,14,NON-CRIMINAL,Sunday,SOUTHERN,PSYCHOPATHIC CASE
28,10,2013,14,MISSING PERSON,Monday,MISSION,LOCATED
25,7,2009,12,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
22,6,2004,6,ASSAULT,Tuesday,TENDERLOIN,NONE
11,11,2013,14,LARCENY\/THEFT,Monday,NORTHERN,NONE
27,1,2013,13,BURGLARY,Sunday,MISSION,ARREST
12,6,2013,6,MISSING PERSON,Wednesday,NORTHERN,NONE
22,3,2015,16,VANDALISM,Sunday,SOUTHERN,NONE
9,7,2012,19,LARCENY\/THEFT,Monday,INGLESIDE,NONE
12,2,2011,15,NON-CRIMINAL,Saturday,NORTHERN,NONE
22,12,2009,9,VANDALISM,Tuesday,RICHMOND,NONE
9,3,2003,20,DRUG\/NARCOTIC,Sunday,BAYVIEW,ARREST
24,8,2003,19,BURGLARY,Sunday,BAYVIEW,NONE
17,11,2010,18,SUSPICIOUS OCC,Wednesday,SOUTHERN,NONE
4,8,2014,8,FRAUD,Monday,CENTRAL,NONE
5,8,2003,11,DRUG\/NARCOTIC,Tuesday,BAYVIEW,ARREST
22,3,2013,10,BURGLARY,Friday,RICHMOND,NONE
18,3,2009,12,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
13,6,2006,22,LARCENY\/THEFT,Tuesday,MISSION,NONE
3,10,2006,7,LARCENY\/THEFT,Tuesday,MISSION,NONE
24,1,2014,21,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
24,11,2003,20,VEHICLE THEFT,Monday,MISSION,NONE
18,3,2009,23,OTHER OFFENSES,Wednesday,CENTRAL,NONE
21,2,2008,9,NON-CRIMINAL,Thursday,CENTRAL,NONE
16,5,2009,12,LOITERING,Saturday,TARAVAL,ARREST
15,11,2014,21,OTHER OFFENSES,Saturday,BAYVIEW,ARREST
27,7,2014,21,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
26,12,2008,2,OTHER OFFENSES,Friday,CENTRAL,ARREST
23,12,2003,7,VEHICLE THEFT,Tuesday,TARAVAL,NONE
20,2,2013,22,KIDNAPPING,Wednesday,BAYVIEW,ARREST
12,1,2006,21,VANDALISM,Thursday,RICHMOND,NONE
17,11,2005,2,LARCENY\/THEFT,Thursday,TARAVAL,NONE
7,10,2010,20,ASSAULT,Thursday,INGLESIDE,NONE
11,1,2010,18,BURGLARY,Monday,BAYVIEW,NONE
11,4,2010,2,VANDALISM,Sunday,MISSION,NONE
16,3,2004,7,BURGLARY,Tuesday,RICHMOND,NONE
27,6,2005,21,LARCENY\/THEFT,Monday,BAYVIEW,NONE
21,8,2014,9,NON-CRIMINAL,Thursday,RICHMOND,NONE
2,12,2007,20,TRESPASS,Sunday,PARK,ARREST
2,11,2011,12,SUSPICIOUS OCC,Wednesday,NORTHERN,NONE
2,5,2013,18,LARCENY\/THEFT,Thursday,NORTHERN,NONE
6,3,2014,9,BURGLARY,Thursday,BAYVIEW,ARREST
26,7,2006,14,LARCENY\/THEFT,Wednesday,INGLESIDE,ARREST
18,4,2007,2,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
1,1,2012,0,SUSPICIOUS OCC,Sunday,TARAVAL,NONE
5,4,2006,8,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
22,10,2006,16,ASSAULT,Sunday,CENTRAL,NONE
19,9,2003,21,OTHER OFFENSES,Friday,TENDERLOIN,ARREST
30,10,2008,12,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
5,2,2007,16,BURGLARY,Monday,NORTHERN,NONE
21,8,2006,20,LARCENY\/THEFT,Monday,SOUTHERN,NONE
20,4,2008,9,NON-CRIMINAL,Sunday,MISSION,NONE
6,3,2014,12,DRUG\/NARCOTIC,Thursday,SOUTHERN,ARREST
17,10,2014,15,NON-CRIMINAL,Friday,TARAVAL,PSYCHOPATHIC CASE
26,1,2008,3,ROBBERY,Saturday,MISSION,NONE
21,2,2004,15,MISSING PERSON,Saturday,TARAVAL,NONE
1,9,2004,17,NON-CRIMINAL,Wednesday,TENDERLOIN,NONE
24,2,2010,8,MISSING PERSON,Wednesday,TARAVAL,LOCATED
12,1,2014,8,WARRANTS,Sunday,TENDERLOIN,NONE
27,11,2003,22,LARCENY\/THEFT,Thursday,NORTHERN,NONE
8,8,2009,22,SUSPICIOUS OCC,Saturday,CENTRAL,NONE
7,3,2014,11,ASSAULT,Friday,CENTRAL,ARREST
17,11,2005,11,LARCENY\/THEFT,Thursday,MISSION,NONE
2,11,2005,17,VEHICLE THEFT,Wednesday,CENTRAL,NONE
6,3,2009,20,LARCENY\/THEFT,Friday,CENTRAL,ARREST
7,7,2004,6,STOLEN PROPERTY,Wednesday,TARAVAL,ARREST
12,7,2008,9,WARRANTS,Saturday,TENDERLOIN,ARREST
26,8,2005,19,SUSPICIOUS OCC,Friday,BAYVIEW,NOT PROSECUTED
20,8,2013,10,KIDNAPPING,Tuesday,PARK,ARREST
9,3,2011,22,LIQUOR LAWS,Wednesday,MISSION,ARREST
30,10,2007,14,DRUG\/NARCOTIC,Tuesday,SOUTHERN,ARREST
16,2,2015,12,LARCENY\/THEFT,Monday,CENTRAL,NONE
31,3,2014,5,STOLEN PROPERTY,Monday,NORTHERN,ARREST
2,4,2014,8,NON-CRIMINAL,Wednesday,PARK,ARREST
9,1,2003,23,WARRANTS,Thursday,BAYVIEW,ARREST
15,6,2011,22,WARRANTS,Wednesday,MISSION,ARREST
12,6,2013,1,ASSAULT,Wednesday,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE
11,11,2014,8,VANDALISM,Tuesday,SOUTHERN,ARREST
5,4,2005,15,OTHER OFFENSES,Tuesday,TARAVAL,NONE
25,5,2004,0,OTHER OFFENSES,Tuesday,INGLESIDE,NONE
11,6,2008,2,WARRANTS,Wednesday,CENTRAL,ARREST
1,7,2006,16,BURGLARY,Saturday,PARK,NONE
20,3,2004,21,OTHER OFFENSES,Saturday,CENTRAL,ARREST
18,10,2012,17,LARCENY\/THEFT,Thursday,BAYVIEW,NONE
1,11,2005,15,ASSAULT,Tuesday,NORTHERN,ARREST
21,1,2009,17,VEHICLE THEFT,Wednesday,INGLESIDE,NONE
17,5,2013,11,VANDALISM,Friday,RICHMOND,NONE
20,4,2007,19,ASSAULT,Friday,MISSION,NONE
16,10,2009,22,VEHICLE THEFT,Friday,MISSION,NONE
3,10,2009,12,FORGERY\/COUNTERFEITING,Saturday,TARAVAL,NONE
30,9,2008,10,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
1,11,2010,0,SUSPICIOUS OCC,Monday,RICHMOND,NONE
18,4,2013,20,LARCENY\/THEFT,Thursday,NORTHERN,NONE
7,8,2007,18,OTHER OFFENSES,Tuesday,TENDERLOIN,ARREST
18,10,2003,10,WARRANTS,Saturday,MISSION,ARREST
12,5,2004,15,OTHER OFFENSES,Wednesday,INGLESIDE,ARREST
18,8,2003,10,VEHICLE THEFT,Monday,NORTHERN,NONE
27,6,2008,0,LARCENY\/THEFT,Friday,MISSION,NONE
10,3,2012,18,DRUG\/NARCOTIC,Saturday,MISSION,ARREST
15,7,2007,9,OTHER OFFENSES,Sunday,INGLESIDE,NONE
14,7,2005,13,LARCENY\/THEFT,Thursday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
9,3,2012,18,BURGLARY,Friday,PARK,NONE
22,3,2005,20,OTHER OFFENSES,Tuesday,RICHMOND,ARREST
3,6,2005,8,VEHICLE THEFT,Friday,BAYVIEW,UNFOUNDED
27,10,2003,17,NON-CRIMINAL,Monday,MISSION,NONE
5,2,2015,22,DRUG\/NARCOTIC,Thursday,NORTHERN,ARREST
2,6,2013,19,NON-CRIMINAL,Sunday,INGLESIDE,NONE
20,8,2007,13,NON-CRIMINAL,Monday,CENTRAL,NONE
28,4,2015,1,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
25,10,2004,11,SECONDARY CODES,Monday,TARAVAL,JUVENILE BOOKED
4,11,2010,12,DRUG\/NARCOTIC,Thursday,CENTRAL,ARREST
14,11,2006,21,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
7,3,2015,18,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
27,6,2005,23,LARCENY\/THEFT,Monday,BAYVIEW,NONE
30,9,2004,11,EXTORTION,Thursday,INGLESIDE,ARREST
28,10,2014,19,NON-CRIMINAL,Tuesday,TARAVAL,NONE
3,5,2007,17,OTHER OFFENSES,Thursday,INGLESIDE,NONE
20,8,2003,16,LARCENY\/THEFT,Wednesday,CENTRAL,NONE
4,10,2011,19,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
4,8,2003,15,NON-CRIMINAL,Monday,MISSION,NONE
17,3,2004,1,DISORDERLY CONDUCT,Wednesday,NORTHERN,ARREST
13,10,2014,13,VEHICLE THEFT,Monday,BAYVIEW,NONE
27,5,2013,13,VEHICLE THEFT,Monday,SOUTHERN,UNFOUNDED
7,10,2010,0,LARCENY\/THEFT,Thursday,PARK,NONE
6,5,2011,15,VANDALISM,Friday,NORTHERN,NONE
21,8,2008,1,OTHER OFFENSES,Thursday,MISSION,NONE
6,2,2003,3,DISORDERLY CONDUCT,Thursday,BAYVIEW,NONE
9,1,2013,21,LARCENY\/THEFT,Wednesday,CENTRAL,NONE
11,8,2007,22,LARCENY\/THEFT,Saturday,NORTHERN,NONE
7,2,2012,8,BURGLARY,Tuesday,PARK,NONE
13,10,2008,21,DRIVING UNDER THE INFLUENCE,Monday,RICHMOND,ARREST
23,7,2008,11,ASSAULT,Wednesday,SOUTHERN,ARREST
13,5,2008,22,WARRANTS,Tuesday,TENDERLOIN,ARREST
20,2,2014,2,ROBBERY,Thursday,MISSION,NONE
18,6,2005,1,VANDALISM,Saturday,TARAVAL,NONE
12,8,2010,11,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
21,8,2007,15,SUSPICIOUS OCC,Tuesday,TARAVAL,NONE
11,1,2008,9,FORGERY\/COUNTERFEITING,Friday,MISSION,NONE
24,7,2012,14,ASSAULT,Tuesday,TENDERLOIN,ARREST
12,7,2014,10,LARCENY\/THEFT,Saturday,NORTHERN,NONE
9,8,2003,21,VANDALISM,Saturday,BAYVIEW,NONE
3,4,2009,6,OTHER OFFENSES,Friday,BAYVIEW,NONE
12,1,2012,9,NON-CRIMINAL,Thursday,NORTHERN,NONE
14,12,2003,20,ASSAULT,Sunday,MISSION,NONE
10,7,2009,0,FRAUD,Friday,INGLESIDE,NONE
8,4,2005,18,VANDALISM,Friday,CENTRAL,ARREST
16,6,2007,23,LARCENY\/THEFT,Saturday,INGLESIDE,NONE
4,3,2013,14,LARCENY\/THEFT,Monday,INGLESIDE,NONE
28,6,2006,3,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
3,4,2004,3,VEHICLE THEFT,Saturday,CENTRAL,NONE
25,8,2006,14,MISSING PERSON,Friday,CENTRAL,LOCATED
6,8,2003,9,LARCENY\/THEFT,Wednesday,PARK,NONE
24,10,2010,16,LARCENY\/THEFT,Sunday,MISSION,NONE
21,7,2008,0,DRUNKENNESS,Monday,INGLESIDE,ARREST
12,11,2014,15,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
14,8,2011,1,WEAPON LAWS,Sunday,NORTHERN,ARREST
5,10,2008,11,FORGERY\/COUNTERFEITING,Sunday,BAYVIEW,ARREST
1,12,2010,19,DRUG\/NARCOTIC,Wednesday,INGLESIDE,ARREST
4,10,2003,16,ASSAULT,Saturday,TENDERLOIN,ARREST
23,9,2011,21,MISSING PERSON,Friday,PARK,LOCATED
21,7,2014,19,ASSAULT,Monday,SOUTHERN,NONE
9,2,2006,9,NON-CRIMINAL,Thursday,BAYVIEW,PSYCHOPATHIC CASE
12,10,2004,0,VEHICLE THEFT,Tuesday,PARK,NONE
25,7,2013,1,DRUG\/NARCOTIC,Thursday,TENDERLOIN,JUVENILE BOOKED
13,11,2008,10,MISSING PERSON,Thursday,PARK,NONE
10,1,2005,12,OTHER OFFENSES,Monday,CENTRAL,ARREST
9,12,2009,13,OTHER OFFENSES,Wednesday,BAYVIEW,NONE
20,11,2011,13,LARCENY\/THEFT,Sunday,BAYVIEW,NONE
22,8,2003,13,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
14,6,2009,10,EMBEZZLEMENT,Sunday,INGLESIDE,NONE
3,3,2015,23,OTHER OFFENSES,Tuesday,NORTHERN,NONE
25,9,2010,0,BURGLARY,Saturday,TENDERLOIN,NONE
15,6,2013,23,OTHER OFFENSES,Saturday,MISSION,ARREST
24,1,2013,23,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
8,9,2012,18,ASSAULT,Saturday,BAYVIEW,NONE
19,4,2006,5,OTHER OFFENSES,Wednesday,MISSION,ARREST
26,1,2011,8,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
8,10,2010,16,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
1,10,2007,17,SEX OFFENSES FORCIBLE,Monday,INGLESIDE,NONE
11,1,2015,15,WARRANTS,Sunday,MISSION,ARREST
4,4,2004,10,VEHICLE THEFT,Sunday,MISSION,NONE
6,2,2006,18,ROBBERY,Monday,INGLESIDE,NONE
4,4,2003,21,VEHICLE THEFT,Friday,TARAVAL,NONE
9,8,2012,17,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
25,6,2012,19,LARCENY\/THEFT,Monday,CENTRAL,NONE
14,10,2003,16,LARCENY\/THEFT,Tuesday,SOUTHERN,ARREST
20,2,2003,20,WARRANTS,Thursday,BAYVIEW,ARREST
20,2,2003,23,ASSAULT,Thursday,TENDERLOIN,NONE
20,5,2012,11,ASSAULT,Sunday,BAYVIEW,ARREST
18,5,2014,14,FRAUD,Sunday,SOUTHERN,ARREST
22,3,2009,12,SUSPICIOUS OCC,Sunday,BAYVIEW,NONE
29,9,2009,1,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
26,2,2012,13,VEHICLE THEFT,Sunday,SOUTHERN,NONE
27,8,2006,18,FORGERY\/COUNTERFEITING,Sunday,INGLESIDE,NONE
13,10,2004,14,DRUNKENNESS,Wednesday,PARK,ARREST
20,5,2005,16,OTHER OFFENSES,Friday,BAYVIEW,ARREST
25,4,2010,1,ASSAULT,Sunday,SOUTHERN,ARREST
27,12,2011,19,LARCENY\/THEFT,Tuesday,BAYVIEW,NONE
3,9,2009,19,BURGLARY,Thursday,TARAVAL,NONE
20,12,2004,22,VEHICLE THEFT,Monday,INGLESIDE,ARREST
12,1,2014,10,NON-CRIMINAL,Sunday,INGLESIDE,NONE
22,2,2008,0,OTHER OFFENSES,Friday,MISSION,ARREST
6,5,2007,12,FRAUD,Sunday,PARK,NONE
30,4,2015,19,PROSTITUTION,Thursday,NORTHERN,ARREST
21,2,2011,13,LARCENY\/THEFT,Monday,CENTRAL,NONE
12,11,2007,12,WARRANTS,Monday,TENDERLOIN,ARREST
13,7,2010,15,ASSAULT,Tuesday,CENTRAL,ARREST
17,5,2012,12,FRAUD,Thursday,TARAVAL,NONE
31,5,2008,0,DISORDERLY CONDUCT,Saturday,CENTRAL,NONE
5,10,2008,15,LARCENY\/THEFT,Sunday,CENTRAL,NONE
18,5,2014,11,TRESPASS,Sunday,CENTRAL,ARREST
23,12,2008,10,SECONDARY CODES,Tuesday,BAYVIEW,ARREST
7,3,2015,13,NON-CRIMINAL,Saturday,BAYVIEW,UNFOUNDED
14,11,2013,21,NON-CRIMINAL,Thursday,NORTHERN,NONE
25,3,2012,16,WEAPON LAWS,Sunday,TENDERLOIN,ARREST
17,12,2006,9,DRUG\/NARCOTIC,Sunday,NORTHERN,ARREST
4,6,2006,2,LARCENY\/THEFT,Sunday,CENTRAL,NONE
17,9,2014,10,LARCENY\/THEFT,Wednesday,CENTRAL,NONE
6,1,2004,13,SECONDARY CODES,Tuesday,TARAVAL,ARREST
7,1,2015,19,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
30,10,2014,0,LOITERING,Thursday,MISSION,ARREST
15,5,2013,18,ASSAULT,Wednesday,BAYVIEW,ARREST
1,7,2006,13,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
17,5,2013,2,LARCENY\/THEFT,Friday,MISSION,NONE
21,1,2009,0,EMBEZZLEMENT,Wednesday,BAYVIEW,NONE
27,5,2004,14,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
23,8,2012,21,LARCENY\/THEFT,Thursday,INGLESIDE,NONE
16,6,2013,21,ASSAULT,Sunday,CENTRAL,NONE
28,1,2007,10,FORGERY\/COUNTERFEITING,Sunday,TARAVAL,NONE
5,3,2007,7,OTHER OFFENSES,Monday,SOUTHERN,ARREST
2,10,2012,19,LARCENY\/THEFT,Tuesday,INGLESIDE,NONE
2,7,2005,10,LARCENY\/THEFT,Saturday,NORTHERN,NONE
9,6,2009,9,VANDALISM,Tuesday,TARAVAL,NONE
6,10,2012,19,NON-CRIMINAL,Saturday,CENTRAL,NONE
25,12,2013,14,ASSAULT,Wednesday,TARAVAL,ARREST
16,8,2004,21,VEHICLE THEFT,Monday,CENTRAL,NONE
13,7,2011,20,OTHER OFFENSES,Wednesday,MISSION,ARREST
19,4,2003,14,VEHICLE THEFT,Saturday,SOUTHERN,NONE
27,7,2007,18,WEAPON LAWS,Friday,MISSION,NONE
15,7,2012,18,WARRANTS,Sunday,SOUTHERN,ARREST
25,1,2010,9,VANDALISM,Monday,SOUTHERN,ARREST
21,3,2005,19,NON-CRIMINAL,Monday,TENDERLOIN,NONE
8,3,2011,10,LARCENY\/THEFT,Tuesday,TENDERLOIN,NONE
5,2,2014,12,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE
27,4,2004,12,LARCENY\/THEFT,Tuesday,MISSION,NONE
3,2,2015,12,NON-CRIMINAL,Tuesday,SOUTHERN,ARREST
11,1,2010,18,BURGLARY,Monday,NORTHERN,NONE
7,9,2012,19,LARCENY\/THEFT,Friday,NORTHERN,NONE
14,8,2010,15,LARCENY\/THEFT,Saturday,NORTHERN,NONE
3,11,2007,11,WARRANTS,Saturday,MISSION,ARREST
26,6,2008,21,NON-CRIMINAL,Thursday,CENTRAL,NONE
13,2,2011,19,ASSAULT,Sunday,SOUTHERN,ARREST
15,10,2008,9,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST
7,9,2013,8,SUSPICIOUS OCC,Saturday,INGLESIDE,NONE
31,10,2006,13,ASSAULT,Tuesday,TARAVAL,NONE
18,3,2004,20,DRUG\/NARCOTIC,Thursday,MISSION,ARREST
1,4,2003,12,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
26,7,2005,21,ASSAULT,Tuesday,MISSION,UNFOUNDED
13,4,2004,23,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
6,4,2011,11,ASSAULT,Wednesday,SOUTHERN,ARREST
11,11,2014,18,ASSAULT,Tuesday,SOUTHERN,NONE
22,1,2004,19,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
1,4,2013,22,VEHICLE THEFT,Monday,RICHMOND,NONE
21,3,2015,19,FRAUD,Saturday,NORTHERN,NONE
8,8,2005,8,ASSAULT,Monday,RICHMOND,ARREST
28,2,2010,22,NON-CRIMINAL,Sunday,CENTRAL,NONE
6,8,2009,12,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
29,10,2008,22,BURGLARY,Wednesday,CENTRAL,NONE
7,3,2013,13,NON-CRIMINAL,Thursday,TARAVAL,NONE
1,9,2009,3,ROBBERY,Tuesday,BAYVIEW,NONE
7,7,2004,15,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST
9,6,2003,16,WEAPON LAWS,Monday,MISSION,NONE
7,7,2004,21,FRAUD,Wednesday,MISSION,ARREST
25,1,2013,16,NON-CRIMINAL,Friday,PARK,ARREST
2,12,2005,8,ASSAULT,Friday,RICHMOND,ARREST
10,7,2006,13,OTHER OFFENSES,Monday,TENDERLOIN,NONE
14,8,2005,7,OTHER OFFENSES,Sunday,INGLESIDE,ARREST
21,8,2009,22,OTHER OFFENSES,Friday,NORTHERN,ARREST
3,2,2014,16,VANDALISM,Monday,SOUTHERN,NONE
15,1,2006,11,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
5,6,2010,0,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
28,1,2006,23,ROBBERY,Saturday,SOUTHERN,NONE
17,4,2015,13,LARCENY\/THEFT,Friday,TENDERLOIN,NONE
5,4,2009,20,DRUG\/NARCOTIC,Sunday,NORTHERN,ARREST
26,1,2005,11,VEHICLE THEFT,Wednesday,TARAVAL,NONE
7,9,2006,8,LARCENY\/THEFT,Thursday,TARAVAL,NONE
20,2,2015,23,ASSAULT,Friday,BAYVIEW,ARREST
18,8,2014,5,VEHICLE THEFT,Monday,INGLESIDE,ARREST
8,3,2012,18,WARRANTS,Thursday,SOUTHERN,ARREST
11,6,2013,5,PROSTITUTION,Tuesday,MISSION,ARREST
6,2,2008,9,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST
11,1,2015,15,WARRANTS,Sunday,TENDERLOIN,ARREST
6,4,2013,4,SUSPICIOUS OCC,Saturday,PARK,NONE
10,9,2006,12,LARCENY\/THEFT,Sunday,NORTHERN,NONE
1,4,2009,11,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST
29,12,2013,22,NON-CRIMINAL,Sunday,TENDERLOIN,PSYCHOPATHIC CASE
22,2,2004,14,LARCENY\/THEFT,Sunday,NORTHERN,NONE
29,4,2015,13,NON-CRIMINAL,Wednesday,MISSION,ARREST
23,4,2010,23,VEHICLE THEFT,Friday,SOUTHERN,NONE
1,5,2013,22,VANDALISM,Wednesday,MISSION,NONE
1,10,2012,11,MISSING PERSON,Monday,MISSION,LOCATED
2,12,2005,13,LARCENY\/THEFT,Friday,SOUTHERN,NONE
22,1,2007,10,SECONDARY CODES,Monday,CENTRAL,NONE
1,10,2004,10,DRUG\/NARCOTIC,Friday,PARK,ARREST
17,4,2015,1,ASSAULT,Friday,TARAVAL,ARREST
25,6,2012,0,FRAUD,Monday,CENTRAL,NONE
4,11,2006,16,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
12,8,2010,14,NON-CRIMINAL,Thursday,NORTHERN,NONE
1,11,2003,0,ASSAULT,Saturday,MISSION,NONE
14,5,2003,7,NON-CRIMINAL,Wednesday,MISSION,NONE
11,11,2008,14,ASSAULT,Tuesday,TARAVAL,ARREST
